Timestamp,UserID,UserName,Action,Detail
2025-12-02 21:15:51.053,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 21:14:41.638,5866356690,busintarch (Harry),searched for books for author Малиничев Герман Дмитриевич,путешествия; count:24
2025-12-02 21:14:36.170,5866356690,busintarch (Harry),searched for authors by book info,путешествия; count:200
2025-12-02 21:14:22.997,5866356690,busintarch (Harry),changed page of books,73
2025-12-02 21:14:17.982,5866356690,busintarch (Harry),changed page of books,3
2025-12-02 21:14:14.693,5866356690,busintarch (Harry),changed page of books,2
2025-12-02 21:14:09.868,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 21:13:24.435,5866356690,busintarch (Harry),searched for books popular,; count:1462
2025-12-02 21:13:14.520,5866356690,busintarch (Harry),show populars,show_pop_999
2025-12-02 21:13:01.168,5866356690,busintarch (Harry),showed search type setting,
2025-12-02 21:12:57.090,5866356690,busintarch (Harry),showed settings menu,
2025-12-02 21:12:52.280,5866356690,busintarch (Harry),changed page of books,2
2025-12-02 21:12:38.708,5866356690,busintarch (Harry),searched for books for author Буссенар Луи Анри,путешествия; count:48
2025-12-02 21:12:31.683,5866356690,busintarch (Harry),changed page of books,0
2025-12-02 21:12:04.449,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 21:11:56.646,5866356690,busintarch (Harry),searched for books for author Хейердал Тур ,путешествия; count:21
2025-12-02 21:11:51.715,5866356690,busintarch (Harry),searched for authors by book info,путешествия; count:200
2025-12-02 21:07:45.859,5866356690,busintarch (Harry),searched for authors by book info,путешествия; count:200
2025-12-02 21:02:11.355,5866356690,busintarch (Harry),searched for books for author Буссенар Луи Анри,путешествия; count:48
2025-12-02 21:01:56.988,5866356690,busintarch (Harry),changed page of books,2
2025-12-02 21:01:51.822,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 21:01:37.979,5866356690,busintarch (Harry),searched for books for author Фоменко Михаил ,путешествия; count:47
2025-12-02 21:01:13.751,5866356690,busintarch (Harry),searched for authors by book info,путешествия; count:200
2025-12-02 21:01:03.674,5866356690,busintarch (Harry),changed page of books,2
2025-12-02 21:01:01.353,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 21:00:53.495,5866356690,busintarch (Harry),searched for books popular,; count:1181
2025-12-02 21:00:49.891,5866356690,busintarch (Harry),show populars,show_pop_0
2025-12-02 21:00:45.288,5866356690,busintarch (Harry),changed page of books,73
2025-12-02 21:00:43.391,5866356690,busintarch (Harry),changed page of books,2
2025-12-02 21:00:38.074,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 21:00:24.080,5866356690,busintarch (Harry),searched for books popular,; count:1462
2025-12-02 21:00:15.357,5866356690,busintarch (Harry),show populars,show_pop_999
2025-12-02 20:55:50.797,5866356690,busintarch (Harry),searched for books popular,; count:1462
2025-12-02 20:55:36.999,5866356690,busintarch (Harry),show populars,show_pop_999
2025-12-02 20:55:12.427,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 20:55:06.545,5866356690,busintarch (Harry),searched for books for author Свифт Джонатан ,путешествия; count:21
2025-12-02 20:54:42.361,5866356690,busintarch (Harry),changed page of books,2
2025-12-02 20:54:39.462,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 20:54:35.782,5866356690,busintarch (Harry),searched for books for author Буссенар Луи Анри,путешествия; count:48
2025-12-02 20:54:29.040,5866356690,busintarch (Harry),searched for authors by book info,путешествия; count:200
2025-12-02 20:53:32.263,5866356690,busintarch (Harry),set search_type to authors,
2025-12-02 20:53:19.498,5866356690,busintarch (Harry),showed search type setting,
2025-12-02 20:53:15.328,5866356690,busintarch (Harry),showed settings menu,
2025-12-02 20:52:57.863,5866356690,busintarch (Harry),changed page of series,9
2025-12-02 20:52:49.100,5866356690,busintarch (Harry),changed page of books,4
2025-12-02 20:52:44.459,5866356690,busintarch (Harry),searched for books in series Антология фантастики,путешествия; count:98
2025-12-02 20:52:29.818,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 20:52:24.941,5866356690,busintarch (Harry),searched for books in series Рассказы о странах Востока,путешествия; count:115
2025-12-02 20:52:13.336,5866356690,busintarch (Harry),searched for series by book info,путешествия; count:200
2025-12-02 20:50:11.434,5866356690,busintarch (Harry),searched for books in series Рассказы о странах Востока,путешествия; count:115
2025-12-02 20:50:04.232,5866356690,busintarch (Harry),changed page of books,0
2025-12-02 20:50:01.241,5866356690,busintarch (Harry),changed page of books,2
2025-12-02 20:49:57.634,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 20:49:52.245,5866356690,busintarch (Harry),searched for books in series Вокруг Света,путешествия; count:158
2025-12-02 20:49:48.295,5866356690,busintarch (Harry),searched for series by book info,путешествия; count:200
2025-12-02 20:49:39.810,5866356690,busintarch (Harry),set search_type to series,
2025-12-02 20:49:36.736,5866356690,busintarch (Harry),showed search type setting,
2025-12-02 20:49:32.613,5866356690,busintarch (Harry),showed settings menu,
2025-12-02 20:19:16.624,5866356690,busintarch (Harry),changed page of books,25
2025-12-02 20:19:13.926,5866356690,busintarch (Harry),changed page of books,2
2025-12-02 20:19:11.038,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 20:19:06.662,5866356690,busintarch (Harry),searched for books by book info,лев толстой; count:512
2025-12-02 20:18:55.073,5866356690,busintarch (Harry),set search_type to books,
